Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
954,2023-09-25,CUST00954,1,50,electronics,3,300,900
955,2023-07-14,CUST00955,0,58,clothing,1,25,25
956,2023-08-19,CUST00956,0,30,clothing,3,500,1500
957,2023-08-15,CUST00957,1,60,electronics,4,30,120
958,2023-06-02,CUST00958,0,62,electronics,2,25,50
959,2023-10-29,CUST00959,1,42,electronics,2,30,60
960,2023-08-08,CUST00960,0,59,clothing,2,30,60
961,2023-06-06,CUST00961,0,53,beauty,4,50,200
962,2023-10-19,CUST00962,0,44,clothing,2,30,60
963,2023-11-14,CUST00963,1,55,beauty,1,50,50
964,2023-01-31,CUST00964,0,24,clothing,3,300,900
965,2023-11-09,CUST00965,0,22,clothing,4,50,200
966,2023-02-20,CUST00966,0,60,electronics,2,500,1000
967,2023-04-17,CUST00967,0,62,beauty,1,25,25
968,2023-11-17,CUST00968,1,48,clothing,3,300,900
969,2023-04-19,CUST00969,1,40,clothing,3,300,900
970,2023-05-16,CUST00970,0,59,electronics,4,500,2000
971,2023-12-05,CUST00971,1,27,electronics,4,50,200
972,2023-02-11,CUST00972,0,49,beauty,4,25,100
973,2023-03-22,CUST00973,0,60,clothing,1,50,50
974,2023-05-03,CUST00974,0,47,beauty,1,30,30
975,2023-03-30,CUST00975,1,56,clothing,4,50,200
976,2023-10-10,CUST00976,1,48,beauty,2,300,600
977,2023-02-08,CUST00977,1,35,electronics,3,25,75
978,2023-03-22,CUST00978,1,53,clothing,3,50,150
979,2023-01-02,CUST00979,1,19,beauty,1,25,25
980,2023-07-29,CUST00980,1,31,electronics,3,25,75
981,2023-08-19,CUST00981,1,30,electronics,2,30,60
982,2023-12-19,CUST00982,1,46,beauty,3,30,90
983,2023-11-01,CUST00983,1,29,clothing,1,300,300
984,2023-08-29,CUST00984,0,56,clothing,1,500,500
985,2023-05-30,CUST00985,1,19,electronics,2,25,50
986,2023-01-17,CUST00986,1,49,clothing,2,500,1000
987,2023-04-29,CUST00987,1,30,clothing,3,300,900
988,2023-05-28,CUST00988,1,63,clothing,3,25,75
989,2023-12-28,CUST00989,1,44,electronics,1,25,25
990,2023-05-25,CUST00990,1,58,beauty,2,500,1000
991,2023-12-26,CUST00991,1,34,clothing,2,50,100
992,2023-08-21,CUST00992,1,57,electronics,2,30,60
993,2023-02-06,CUST00993,1,48,electronics,3,50,150
994,2023-12-18,CUST00994,1,51,beauty,2,500,1000
995,2023-04-30,CUST00995,1,41,clothing,1,30,30
996,2023-05-16,CUST00996,0,62,clothing,1,50,50
997,2023-11-17,CUST00997,0,52,beauty,3,30,90
998,2023-10-29,CUST00998,1,23,beauty,4,25,100
999,2023-12-05,CUST00999,1,36,electronics,3,50,150
1000,2023-04-12,CUST1000,0,47,electronics,4,30,120
